molecule_chembl_id,canonical_smiles,pActivity,n_measurements,targets,assay_types,bioactivity_class
CHEMBL5571905,Cc1ccc(NCCNC(=N)N)cc1CN[C@H](C)c1cccc2ccccc12,5.896196279044043,1,CHEMBL4523582,IC50,Inactive
CHEMBL5436990,C=CC(=O)NCCC(=O)N1CCC(C2C(=O)Nc3cc(Cl)ccc32)CC1,4.494850021680094,1,CHEMBL4523582,IC50,Inactive
CHEMBL4870398,O=C(CSc1c[nH]c2ccccc12)N(Cc1ccccc1)Cc1ccccc1,5.435905410171486,2,CHEMBL4523582,IC50,Inactive
CHEMBL2402499,CC(C)CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,5.229147988357856,1,CHEMBL3927,Ki,Inactive
CHEMBL5573502,Cc1ccc(OCC[N+](C)(C)C)cc1C(=O)N[C@H](C)c1cccc(-c2cccs2)c1,5.886056647693163,1,CHEMBL4523582,IC50,Inactive
CHEMBL5085970,COc1ccc(F)cc1-n1[se]c2ccccc2c1=O,5.481242728391236,2,CHEMBL4523582,IC50,Inactive
CHEMBL5612821,CSc1nc2ccccc2n1C(=O)c1ccccc1,5.60602989974387,2,CHEMBL4523582,IC50,Inactive
CHEMBL5590039,C[C@@H](OC(C)(C)C)[C@H](NC(=O)OCc1ccccc1)C(=O)N[C@@H](CC1CCCCC1)C(=O)NN(CCC(N)=O)C(=O)C(Cl)Cl,4.167491087293763,1,CHEMBL4523582,IC50,Inactive
CHEMBL5403998,CCCCCCCCCCCCNC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)/C=C/c1ccc(O)c(O)c1,4.38933983691012,1,CHEMBL4523582,IC50,Inactive
CHEMBL5179950,O=C(CSc1nc2cc(Cl)c(Cl)cc2n1Cc1ccccc1)N1CCOC1=O,4.530177984021837,1,CHEMBL4523582,IC50,Inactive
CHEMBL1082715,COc1ccc(-c2nc(SCc3ccc([N+](=O)[O-])cc3)[nH]c(=O)c2C#N)cc1,4.580044251510242,1,CHEMBL3927,IC50,Inactive
